ID,age,male,friend_cnt,avg_friend_age,avg_friend_male,friend_country_cnt,subscriber_friend_cnt,songsListened,lovedTracks,posts,playlists,shouts,adopter,tenure,good_country
42023,37,1,12,25.83333333,0.428571429,7,1,43695,149,0,10,13,1,30,0
42024,24,1,4,36,1,2,2,13799,153,0,0,2,1,71,1
42025,23,1,33,22.61538462,0.962962963,7,1,36366,155,32,0,94,1,48,0
42026,26,1,4,31,0.666666667,2,0,31212,269,0,1,3,1,33,0
42027,36,1,13,26.8,0.363636364,8,0,32494,2,18,1,26,1,86,0
42028,24,1,3,23,0.666666667,2,0,3221,79,1,0,6,1,16,0
42029,23,0,18,24,0.533333333,8,1,37950,31,6,0,10,1,59,0
42030,18,1,10,17.375,0.6,4,0,28152,266,0,0,11,1,11,1
42031,24,0,5,49,0.666666667,2,2,1504,48,1,0,8,1,21,1
42032,28,1,2,26,1,1,0,133,10,0,1,0,1,54,0
42033,36,1,25,30.3,0.833333333,6,1,17862,20,0,1,1,1,62,0
42034,25,1,1,26,1,1,0,989,1,0,0,1,1,22,0
42035,27,1,49,25.20588235,0.682926829,7,0,106574,233,162,1,75,1,65,0
42036,19,1,15,19.88888889,0.909090909,4,0,81328,134,0,0,0,1,60,0
42037,22,0,7,22.5,1,1,0,7638,115,0,0,41,1,7,0
42038,27,1,137,22.87850467,0.869230769,19,1,78719,177,2,1,38,1,34,0
42039,25,1,20,27.33333333,0.941176471,9,1,36872,62,1,1,0,1,70,0
42040,23,1,59,25.69444444,0.604166667,20,5,84378,1411,114,1,200,1,61,0
42041,28,1,3,23.66666667,0,2,0,884,0,0,0,0,1,51,0
42042,19,1,167,22.75,0.902597403,28,2,49398,64,0,0,62,1,41,0
42043,23,1,10,21.42857143,0.555555556,1,0,12694,15,0,0,0,1,13,0
42044,28,1,2,22,1,1,0,2722,112,0,2,1,1,43,0
42045,19,1,41,20.96428571,0.555555556,4,0,23308,0,0,1,34,1,43,0
42046,17,0,30,19.22222222,0.766666667,4,2,22903,260,0,0,2,1,18,0
42047,28,1,17,29.5,0.846153846,2,0,52132,9,0,0,7,1,75,0
42048,21,1,7,20.8,0.571428571,2,2,11764,114,19,0,19,1,53,0
42049,21,1,15,21.5,0.461538462,5,0,38561,376,0,1,2,1,40,0
42050,20,0,170,23.53968254,0.680272109,26,12,20238,624,57,1,313,1,33,0
42051,22,0,18,23.28571429,0.571428571,10,0,27842,30,2,0,15,1,65,0
42052,31,1,13,27.375,0.4,2,0,54543,2357,0,1,8,1,56,0
42053,36,1,28,39.9,0.80952381,10,3,15959,158,0,1,15,1,61,1
42054,19,0,12,22.125,0.25,2,0,24,35,0,0,4,1,26,0
42055,27,1,22,25.625,0.266666667,5,0,18793,856,0,3,7,1,52,0
42056,33,0,4,15,0.25,3,0,4491,757,0,1,0,1,4,1
42057,15,0,10,16.75,0.2,6,1,110602,431,0,0,3,1,11,1
42058,33,1,1,40,1,1,0,8614,15,0,1,1,1,13,0
42059,27,1,1,27,1,1,0,89,1,0,0,1,1,39,0
42060,35,0,26,46.8,0.818181818,10,6,25155,148,20,0,59,1,43,0
42061,25,1,11,25,0.625,3,1,46086,90,0,0,5,1,60,0
42062,24,0,24,23.85714286,0.523809524,4,1,11286,23,4,0,11,1,34,0
42063,22,1,30,26.65384615,0.592592593,5,0,15709,42,0,0,14,1,26,0
42064,24,1,70,24.30909091,0.384615385,25,1,20261,177,7,0,66,1,63,0
42065,23,1,80,23.86153846,0.746031746,13,1,23618,64,4,1,146,1,47,1
42066,22,0,40,23.19354839,0.823529412,9,1,20994,78,0,1,47,1,43,1
42067,23,1,132,21.43564356,0.412844037,10,13,82683,1113,368,0,79,1,40,0
42068,22,1,7,20.33333333,1,1,0,27224,109,0,0,1,1,29,1
42069,28,0,112,28.29333333,0.717391304,16,6,19386,309,2,0,66,1,43,0
42070,25,0,8,25.16666667,0.5,4,0,47464,75,0,0,11,1,49,0
42071,30,0,16,32.77777778,0.6,9,0,38341,57,2,0,32,1,62,1
42072,18,0,56,23.02857143,0.826086957,10,2,26610,48,0,0,26,1,22,1
42073,20,0,273,27.74489796,0.867219917,44,28,56627,929,7,6,299,1,24,1
42074,23,0,2,21,0,1,0,2229,33,0,0,3,1,10,0
42075,25,0,3,36,0.5,3,1,5430,81,0,1,3,1,57,0
42076,34,1,145,27.20869565,0.312,15,7,38494,387,0,0,40,1,39,0
42077,22,0,83,22.78787879,0.736842105,19,2,39851,556,0,0,5,1,37,0
42078,28,1,338,25.00404858,0.749174918,39,11,245771,563,137,1,398,1,82,1
42079,21,1,7,19.83333333,0,3,0,36127,87,0,0,165,1,20,0
42080,30,0,4,30.33333333,0.666666667,2,1,568,29,0,1,2,1,45,0
42081,34,1,5,24,1,1,0,2313,3,9,1,2,1,60,1
42082,28,1,1,39,1,1,0,31459,19,0,0,1,1,13,1
42083,29,1,8,23.33333333,0,2,0,1710,208,1,0,0,1,24,1
42084,23,1,17,22.72727273,0.909090909,7,3,53230,105,1,0,16,1,38,1
42085,27,0,11,30.75,0.75,4,0,15798,153,4,0,69,1,54,0
42086,24,1,2,23,1,1,0,4676,11,0,1,2,1,40,0
42087,26,1,227,21.7712766,0.876847291,39,4,91419,965,0,1,293,1,65,0
42088,23,0,13,25.5,0.416666667,3,0,4119,389,0,1,0,1,59,0
42089,19,1,8,19.875,0.625,1,0,26714,17,0,2,2,1,39,0
42090,21,0,2,20,1,2,0,37,9,1,0,1,1,5,0
42091,22,0,11,23.8,0.8,2,0,6855,267,1,0,42,1,20,0
42092,26,1,54,23.86842105,0.785714286,24,0,109577,362,23,1,25,1,82,0
42093,26,1,3,18.5,0,1,0,1480,7,0,0,4,1,5,0
42094,40,1,3,23.5,1,1,0,2549,31,2,0,1,1,19,0
42095,35,1,21,31.88888889,0.818181818,11,0,41333,574,1,1,21,1,68,0
42096,30,0,15,29.88888889,0.461538462,4,0,57375,1075,1,1,30,1,56,1
42097,23,0,35,23.38461539,0.48,10,0,4965,678,3,0,37,1,40,0
42098,21,0,161,21.10236221,0.523809524,36,9,287774,261,1,0,1470,1,48,0
42099,25,1,31,22.65,0.653846154,6,2,85603,169,0,1,24,1,50,0
42100,22,0,23,22.15384615,0.555555556,5,4,51754,45,0,0,23,1,34,0
42101,22,1,1,22,0,1,0,24096,13,0,1,0,1,10,0
42102,31,1,6,27.5,0.833333333,1,0,4030,15,0,0,0,1,68,0
42103,25,0,1,27,1,1,0,3100,4,0,0,0,1,39,0
42104,24,0,6,23.6,0.4,2,2,12724,0,0,0,0,1,11,0
42105,19,1,45,22,0.473684211,8,0,66431,32,2,2,50,1,49,0
42106,17,0,20,20.125,0.882352941,4,1,33159,302,229,0,88,1,22,0
42107,27,1,28,25.14285714,0.523809524,10,1,36606,244,0,0,2,1,52,0
42108,29,0,7,28.75,1,3,0,37432,313,0,4,2,1,41,1
42109,21,1,16,21.45454546,0.5,6,0,49362,610,6,1,143,1,36,0
42110,16,1,17,23.33333333,0.294117647,8,0,19032,87,0,0,15,1,10,0
42111,18,1,32,20.80952381,0.5,7,0,80181,459,4,1,82,1,50,0
42112,28,0,51,30.39285714,0.611111111,7,3,25749,354,1,3,87,1,52,1
42113,18,0,20,20.61538462,0.846153846,5,1,42587,2417,0,1,25,1,16,1
42114,30,1,4,29,1,1,0,25,6,0,0,2,1,27,0
42115,20,1,4,19.66666667,0.666666667,2,0,3434,0,0,0,1,1,62,0
42116,25,0,7,24.75,0.5,4,0,9545,249,0,1,17,1,44,0
42117,31,1,5,31.75,0.6,2,1,10858,973,4,1,525,1,37,0
42118,24,1,16,24.45454546,0.25,2,0,70202,897,118,0,54,1,67,0
42119,19,1,84,19.22727273,0.6125,10,1,32028,140,0,1,34,1,30,0
42120,21,1,67,19,0.482758621,6,0,70363,130,0,0,110,1,33,0
42121,24,1,14,25.23076923,0.384615385,1,0,15184,89,0,1,3,1,58,0
42122,28,0,13,29.54545455,0.8,5,0,14646,4,0,1,49,1,57,0
42123,21,0,52,23.61111111,0.727272727,7,2,133207,201,45,1,640,1,69,0
42124,22,1,5,20.5,0.75,1,1,12973,23,0,1,3,1,54,0
42125,23,1,38,20.97142857,0.810810811,5,1,61720,26,0,1,25,1,45,0
42126,20,1,25,22.11764706,0.823529412,5,1,22218,0,0,0,27,1,36,1
42127,25,1,32,22.68181818,0.346153846,6,0,19035,72,7,1,139,1,53,0
42128,23,0,77,23.53333333,0.61971831,12,4,32117,192,0,1,381,1,48,0
42129,22,1,13,31.125,0.6,1,2,38280,35,0,0,0,1,41,0
42130,32,1,458,24.55874674,0.967058824,30,10,1332,196,0,2,30,1,41,0
42131,20,1,106,20.70588235,0.474226804,7,0,26599,82,1,0,94,1,53,0
42132,39,1,21,29,0.411764706,8,2,14369,1837,0,3,3,1,65,1
42133,26,1,69,27.11111111,0.647058824,16,0,133082,45,11,1,39,1,94,0
42134,24,0,21,26.07142857,0.733333333,6,3,35341,0,0,0,107,1,24,0
42135,23,0,106,24.5952381,0.88,21,6,5903,339,0,1,41,1,37,0
42136,23,0,13,27.375,0.75,7,2,5575,137,0,0,1,1,36,0
42137,38,1,5,35.33333333,1,2,0,273,37,0,1,3,1,20,1
42138,35,1,2,35.5,1,1,1,7941,52,0,1,1,1,57,0
42139,16,0,101,17.80952381,0.445652174,12,1,26333,42,3,0,90,1,16,0
42140,41,0,5,49.33333333,0.666666667,4,1,4626,85,0,1,3,1,43,0
42141,19,0,34,22.39130435,0.517241379,11,2,3522,104,2,1,17,1,35,0
42142,34,1,5,24,0,3,0,1642,68,0,1,3,1,63,1
42143,19,1,4,22.25,1,3,0,4253,24,1,0,13,1,62,1
42144,47,1,2,47,1,1,0,585,42,0,1,20,1,26,1
42145,21,1,171,20.76595745,0.775641026,16,4,19085,301,2,1,1,1,53,0
42146,26,0,1,26,0,1,0,110,0,0,0,1,1,24,0
42147,24,0,66,30.72916667,0.3125,5,5,95588,1843,4,2,20,1,50,1
42148,21,1,5,21,1,1,0,836,12,1,1,1,1,20,0
42149,34,1,8,37.85714286,0.857142857,6,0,5525,490,0,2,3,1,46,0
42150,9,0,57,22.17021277,0.5,15,2,41075,293,0,0,22,1,26,0
42151,21,1,72,22.8245614,0.847457627,18,1,55643,161,10,1,112,1,71,0
42152,27,0,26,29.81818182,0.894736842,10,2,38383,613,4,1,18,1,58,0
42153,23,1,42,23.97142857,0.891891892,13,1,19476,218,0,0,8,1,24,0
42154,25,1,2,22,0.5,1,0,636,3,0,1,1,1,49,0
42155,24,1,21,24.46666667,0.684210526,5,0,16877,38,2,0,36,1,60,0
42156,40,1,7,36,1,3,0,22929,27,0,0,0,1,80,0
42157,25,1,31,22.82608696,0.541666667,8,3,59080,0,0,0,0,1,38,0
42158,21,1,21,21.28571429,0.846153846,7,0,134360,1030,0,1,9,1,45,1
42159,21,1,55,20.94871795,0.591836735,13,0,4190,161,58,0,206,1,52,0
42160,16,1,31,18.85,0.869565217,5,0,18908,429,0,0,54,1,13,0
42161,30,1,15,29.63636364,0.75,3,1,27435,50,0,1,3,1,37,0
42162,25,1,2,24.5,0,1,0,257,0,0,0,2,1,58,0
42163,19,1,44,20.64516129,0.486486487,2,0,25596,173,8,1,53,1,53,0
42164,27,1,6,27.75,0,1,0,1359,34,0,1,6,1,16,0
42165,23,1,71,22.01785714,0.53968254,10,3,28891,454,1,0,58,1,47,1
42166,30,1,16,21.75,0.8,3,2,17416,271,0,0,17,1,30,0
42167,26,0,3,24.5,1,1,0,361,4,0,1,2,1,51,0
42168,29,1,19,31,0.733333333,9,1,41664,222,11,1,40,1,76,0
42169,22,1,61,22.39215686,0.596491228,15,1,9117,23,5,2,98,1,30,1
42170,24,1,6,28.25,0.75,2,1,29759,248,11,0,2,1,31,0
42171,20,0,7,25.4,0.142857143,4,0,106,12,0,1,4,1,33,0
42172,42,0,7,50,0.6,2,0,11936,73,1,1,5,1,70,0
42173,24,1,10,22.55555556,0.6,2,0,10921,166,1,0,80,1,62,1
42174,22,1,32,22.39285714,0.642857143,8,0,85943,565,73,3,199,1,62,0
42175,24,0,41,23.75,0.390243902,5,0,42074,151,1,1,105,1,53,1
42176,26,1,15,34.55555556,0.8,9,2,19932,1955,0,2,19,1,38,0
42177,21,0,33,21.13043478,0.571428571,2,1,94705,290,162,0,222,1,47,0
42178,25,0,37,24.56521739,0.818181818,14,3,47616,72,6,1,125,1,60,0
42179,27,1,106,29.22368421,0.651685393,9,5,53601,133,1,1,8,1,77,1
42180,34,1,1,19,0,1,0,4438,92,0,1,5,1,50,0
42181,21,0,26,22.08695652,0.608695652,14,0,47473,22,1,0,147,1,45,0
42182,19,1,128,18.54639175,0.898989899,11,3,14924,524,17,0,126,1,11,0
42183,30,1,268,25.13402062,0.394067797,22,6,9381,261,7,1,209,1,70,0
42184,21,1,50,22,0.487804878,6,1,113546,718,118,0,695,1,68,0
42185,19,0,32,23.48,0.678571429,11,1,3595,63,0,0,26,1,34,0
42186,48,1,7,34.66666667,0.75,2,1,6451,22,0,1,2,1,60,0
42187,17,1,6,23.33333333,0.666666667,4,1,17998,222,2,0,28,1,19,0
42188,33,1,6,30.33333333,0.75,3,0,8307,2,0,0,3,1,12,0
42189,24,1,15,26.18181818,0.666666667,5,0,28773,26,3,0,43,1,60,0
42190,28,1,23,26.2,0.866666667,3,0,43794,20,0,0,13,1,74,0
42191,22,1,7,21,0.5,2,0,14561,137,0,1,10,1,60,0
42192,24,0,16,27.54545455,0.818181818,6,0,14040,351,1,0,5,1,60,0
42193,17,1,67,20.82926829,0.849056604,16,10,54793,2186,0,2,85,1,37,0
42194,17,0,46,19.63888889,0.659090909,10,0,20592,146,8,0,7,1,28,0
42195,25,1,5,24.6,0.4,3,0,926,0,0,0,1,1,35,0
42196,39,1,34,30.42857143,0.8,11,1,34498,373,0,0,43,1,61,0
42197,20,1,21,20.1875,0.470588235,6,0,25385,11,1,0,5,1,35,0
42198,20,1,63,20,0.533333333,5,0,7466,22,3,0,95,1,51,0
42199,20,1,122,19.29213483,0.62037037,11,2,77968,1458,0,0,1,1,36,0
42200,22,0,10,23.22222222,0.666666667,2,1,1797,28,1,0,4,1,11,0
42201,20,1,6,20,0.4,1,0,22479,139,0,2,4,1,34,0
42202,25,1,4,26.5,0,1,0,15891,12,0,0,0,1,56,0
42203,36,0,26,36.73684211,0.68,5,2,3679,413,7,0,44,1,88,1
42204,34,1,36,29.3,0.592592593,6,1,68145,1281,0,1,13,1,61,1
42205,19,1,49,20.0625,0.80952381,7,2,24687,210,0,1,4,1,13,0
42206,27,1,9,25.25,0.428571429,1,0,36150,217,0,0,1,1,49,1
42207,26,1,12,24.83333333,0.833333333,7,0,13999,54,0,0,9,1,32,0
42208,20,1,6,22.25,0.666666667,1,0,2412,0,0,1,2,1,32,0
42209,24,1,10,22.33333333,0.777777778,2,0,4388,24,0,1,1,1,70,0
42210,18,1,146,20.11711712,0.845528455,23,2,31660,1054,88,0,82,1,11,1
42211,25,0,7,22.66666667,0.571428571,3,0,970,8,0,0,0,1,9,0
42212,24,0,28,23.47826087,0.666666667,12,1,17032,35,0,0,19,1,36,0
42213,25,0,16,22.54545455,0.666666667,5,0,2799,24,18,1,112,1,72,1
42214,18,0,1,20,0,1,0,1357,0,0,0,2,1,15,0
42215,28,1,12,27.25,0.666666667,2,1,20982,281,2,1,2,1,45,0
42216,28,0,18,26.63636364,0.714285714,7,0,17087,519,0,1,32,1,51,1
42217,24,1,21,23.45,0.52631579,4,2,78925,0,0,0,167,1,43,0
42218,24,1,6,19.75,0.6,1,0,17855,149,7,1,2,1,47,0
42219,30,1,7,28,0.857142857,1,0,16836,3,0,1,5,1,51,1
42220,24,0,16,24.28571429,0.666666667,3,0,30146,171,18,4,71,1,75,1
42221,30,1,10,36,0.857142857,5,0,45025,100,0,1,2,1,60,0
42222,24,1,27,24.40909091,0.708333333,7,0,29189,118,0,1,77,1,40,0
42223,29,1,14,38.63636364,0.615384615,8,3,1103,38,1,13,7,1,23,0
42224,27,1,2,16,1,2,0,17129,4,0,1,1,1,20,0
42225,47,0,220,41.01587302,0.723404255,44,27,7376,180,1,1,82,1,48,0
42226,22,1,37,23.20833333,0.382352941,11,2,57083,541,3,1,180,1,55,0
42227,23,1,2,23,1,1,0,1209,8,0,1,1,1,29,0
42228,24,0,7,24.2,0.833333333,3,1,14679,51,0,0,3,1,53,1
42229,37,1,6,31.25,0.6,1,1,3263,122,0,1,1,1,36,0
42230,23,0,17,23.25,0.769230769,4,0,5216,51,0,0,17,1,40,0
42231,21,1,26,23.85,0.423076923,10,1,73992,3,3,1,4,1,44,0
42232,21,1,68,22.11764706,0.637931035,16,4,3914,1224,2,0,334,1,34,0
42233,24,1,16,22.44444444,0.5,5,0,46511,72,0,0,1,1,62,1
42234,34,1,1,32,1,1,0,4926,0,0,0,1,1,7,0
42235,34,1,3,29,0,2,0,21823,97,0,1,3,1,55,0
42236,29,1,43,26.51282051,0.523809524,1,3,22897,303,0,0,7,1,28,0
42237,38,1,3,22.5,0.333333333,2,0,919,345,0,0,1,1,38,0
42238,26,0,4,24.5,0,1,0,6152,17,0,2,5,1,57,0
42239,31,1,33,41.3,0.481481482,7,4,63364,614,0,1,13,1,54,1
42240,22,0,20,23.0625,0.444444444,3,1,3349,27,0,1,17,1,53,0
42241,25,0,24,23.25,0.857142857,5,0,15941,5,0,0,25,1,23,0
42242,30,0,2,32,0.5,1,0,9267,3,0,0,3,1,35,0
42243,20,0,537,20.04807692,0.408906883,47,8,69515,1049,11,0,858,1,30,0
42244,25,1,2,23,0.5,1,0,35943,40,0,0,6,1,32,1
42245,47,1,1,36,1,1,1,20569,17,0,0,1,1,33,0
42246,35,1,9,27.5,0.333333333,1,0,6619,37,0,2,1,1,14,1
42247,23,1,9,22.375,0.875,1,0,30075,56,0,0,2,1,34,0
42248,24,0,211,26.35625,0.837078652,27,5,14305,19,7,1,221,1,67,0
42249,24,1,15,23.25,0.666666667,2,0,17446,76,0,0,2,1,32,0
42250,28,1,4,27,1,2,1,3080,270,0,1,1,1,49,0
42251,26,1,36,27.93103448,0.407407407,7,2,10548,399,0,1,32,1,62,0
42252,21,1,8,21.33333333,1,2,0,6609,75,1,1,7,1,55,1
42253,22,1,63,26.09259259,0.6,12,1,115790,0,8506,0,668,1,87,1
42254,55,1,2,52,1,1,1,10179,23,0,1,5,1,47,0
42255,34,1,8,35,0.833333333,4,0,30870,0,0,0,0,1,50,0
42256,26,1,81,27.5,0.885245902,10,3,36073,618,11,1,41,1,58,0
42257,30,1,2,25,0.5,2,0,153,19,0,1,1,1,59,0
42258,25,1,7,25,0.428571429,2,0,31052,75,0,1,3,1,80,1
42259,24,1,10,24.6,0.4,1,0,7402,40,0,0,3,1,38,1
42260,37,1,24,28.57142857,0.705882353,12,0,31449,212,1,0,2,1,21,0
42261,53,1,16,51.1,0.5,6,6,3507,305,0,2,76,1,35,1
42262,33,1,27,24.4,0.4,10,0,11976,2339,0,1,14,1,26,1
42263,20,1,43,23.3125,0.638888889,7,1,46186,427,256,1,322,1,58,0
42264,22,1,23,23,0.714285714,4,1,19739,71,0,1,6,1,32,1
42265,21,1,148,22.31967213,0.792592593,18,5,108406,476,44,1,24,1,78,0
42266,29,1,15,27,0.461538462,3,1,8698,240,6,1,13,1,58,0
42267,18,1,2,44,1,2,1,13984,13,0,0,5,1,12,0
42268,18,1,4,22,1,2,1,20843,24,0,0,0,1,18,0
42269,22,1,5,26,0.6,3,0,35945,3,0,1,4,1,33,0
42270,21,1,24,21.08695652,0.434782609,7,0,32058,46,0,1,56,1,72,0
42271,22,1,16,20.15384615,0.333333333,8,0,7376,58,0,0,2,1,30,0
42272,17,1,3,16.5,1,2,0,21944,2,0,0,0,1,30,0
42273,29,1,30,22.27272727,0.551724138,12,1,21746,149,0,3,7,1,13,0
42274,29,0,216,23.74860335,0.217171717,29,6,195194,274,56,1,1613,1,78,1
42275,29,1,24,26.23076923,0.684210526,6,3,37334,584,0,1,1,1,59,0
42276,17,1,9,19.5,0.857142857,2,0,24415,13,0,0,3,1,7,0
42277,19,1,17,24.6,0.625,8,2,30535,98,11,0,34,1,43,0
42278,30,1,3,25.33333333,1,1,0,914,65,0,1,2,1,50,1
42279,28,1,3,22,0.5,1,0,174,19,0,1,1,1,46,1
42280,28,1,13,24.125,0.5,2,0,103991,108,1,5,35,1,63,0
42281,30,1,44,31.24137931,0.677419355,13,9,19988,407,54,2,26,1,70,0
42282,26,1,7,22.66666667,0.5,3,0,29542,485,0,1,8,1,63,1
42283,42,1,47,36.36111111,0.952380952,15,4,15603,485,0,1,39,1,34,1
42284,20,0,21,22.6875,0.52631579,3,0,66135,194,0,1,5,1,48,1
42285,21,0,96,23.44578313,0.659090909,9,4,46417,151,1,1,4,1,59,0
42286,23,1,9,21.4,0.833333333,1,0,15482,11,0,1,24,1,62,1
42287,25,0,36,23.68181818,0.5,11,0,108506,734,15,7,415,1,82,1
42288,20,1,19,20.66666667,0.733333333,1,0,6469,253,0,0,0,1,32,0
42289,22,1,19,27.44444444,0.764705882,3,1,57886,27,3,2,4,1,70,1
42290,32,1,21,22.82352941,0.611111111,6,1,246264,1048,1,3,24,1,69,0
42291,34,0,14,34,0.833333333,4,1,18019,17,0,1,6,1,60,1
42292,26,0,86,25.671875,0.706666667,21,5,67104,964,21,3,540,1,58,0
42293,27,0,11,25.42857143,0.5,3,0,42999,1224,0,1,30,1,62,0
42294,22,1,40,22.125,0.571428571,10,0,22648,0,0,0,0,1,22,1
42295,29,1,11,29,0.777777778,2,0,41023,145,1,1,4,1,32,1
42296,21,0,23,23.83333333,1,3,0,17067,214,0,1,13,1,30,1
42297,18,1,15,21,0.733333333,1,0,10418,0,0,0,0,1,15,0
42298,23,1,27,22.28571429,0.791666667,3,2,35870,0,2,0,12,1,48,0
42299,30,1,61,29.2,0.47826087,17,0,115445,167,8,1,79,1,82,0
42300,23,1,30,24.58333333,0.620689655,6,3,37682,298,2,0,63,1,70,0
42301,25,1,3,24.5,1,2,0,3341,26,0,2,3,1,43,0
42302,31,1,31,28.69565217,0.307692308,9,1,46517,316,10,1,61,1,68,0
42303,20,1,27,21.44444444,0.541666667,12,0,11431,713,7,0,9,1,33,0
42304,25,0,265,24.49029126,0.669456067,37,16,61730,5,101,0,644,1,67,1
42305,40,1,2,40,0.5,1,0,52279,70,3,0,1,1,69,0
42306,27,1,30,28.42105263,0.791666667,3,3,45794,100,5,0,19,1,81,0
42307,30,1,18,29.66666667,0.714285714,7,2,16551,284,1,0,1,1,65,0
42308,25,1,28,27,0.571428571,10,1,30117,617,2,3,24,1,59,0
42309,33,1,63,27.1627907,0.8,20,3,42542,2467,390,2,58,1,41,0
42310,20,1,7,24.33333333,0.5,4,0,14084,346,0,1,5,1,64,1
42311,43,1,7,38.25,0.8,3,1,1219,77,0,1,2,1,53,0
42312,22,1,1,23,0,1,0,787,7,0,0,1,1,41,0
42313,26,1,151,26.41666667,0.336,26,8,128721,421,0,4,121,1,87,0
42314,32,1,8,22.28571429,0.25,8,0,8109,6,0,1,1,1,6,0
42315,34,1,4,26.66666667,1,3,0,12388,2,0,0,1,1,69,1
42316,28,0,3,31.5,1,3,0,45,0,0,1,4,1,54,0
42317,20,0,67,22.37096774,0.584615385,7,3,4699,122,0,1,9,1,5,0
42318,34,0,8,30,0.666666667,2,0,1644,40,0,0,4,1,34,0
42319,25,1,4,21.5,1,2,0,72572,112,0,0,1,1,45,0
42320,24,1,1,25,1,1,0,1295,48,0,0,3,1,33,0
42321,24,1,16,24.57142857,1,2,1,22278,11,0,0,12,1,29,0
42322,24,1,30,26.5,0.65,9,2,30246,76,6,2,10,1,81,0
42323,20,1,8,23.71428571,0.2,3,0,45189,74,0,0,8,1,36,1
42324,20,1,15,18.75,0.272727273,5,1,9284,182,0,0,1,1,35,1
42325,17,1,3,16.66666667,1,1,0,762,7,0,0,1,1,11,0
42326,25,0,2,24,1,1,1,1456,32,0,0,2,1,10,1
42327,18,1,22,18.35,0.210526316,6,1,28978,495,0,1,12,1,26,1
42328,28,1,12,25.85714286,1,2,0,14288,220,1,1,4,1,74,1
42329,28,1,58,26.38888889,0.711111111,25,3,36008,259,0,1,9,1,38,0
42330,27,1,13,22.6,0.75,6,1,2497,57,0,1,5,1,53,0
42331,24,1,24,22.3,0.952380952,9,1,17504,2,0,2,9,1,26,0
42332,30,0,9,28.25,0.75,4,0,10685,122,0,0,2,1,9,1
42333,44,1,3,45,0.666666667,1,1,25068,127,0,1,4,1,38,1
42334,21,1,42,20.03571429,0.842105263,12,1,23864,249,0,0,63,1,21,0
42335,54,0,142,24.66981132,0.108333333,40,6,63844,68,3,2,1122,1,41,0
42336,28,0,4,27,0,2,1,33316,6,0,0,14,1,57,0
42337,31,1,47,25.10714286,0.5,5,5,47184,251,1,1,211,1,53,0
42338,36,1,9,29.33333333,0.875,4,0,51473,165,2,1,5,1,77,0
42339,23,1,7,21.66666667,0.4,3,1,1113,432,0,3,4,1,27,1
42340,32,0,16,31.88888889,0.923076923,4,2,5442,428,0,0,16,1,29,1
42341,28,1,14,22.91666667,1,8,0,14980,37,0,1,6,1,39,1
42342,25,1,36,24.4137931,0.454545455,6,0,148028,275,0,1,22,1,64,0
42343,21,1,5,24,1,3,1,31956,312,0,3,4,1,40,0
42344,23,1,3,23.66666667,0.5,1,0,6129,99,0,0,4,1,24,0
42345,21,1,40,25.62857143,0.552631579,4,1,11553,81,0,1,10,1,45,0
42346,24,1,44,22.44736842,0.5,2,0,20639,975,1,0,321,1,20,0
42347,16,1,14,18.1,0.857142857,2,0,43842,67,0,0,10,1,19,1
42348,36,1,5089,24.94312918,0.719512195,136,287,25949,0,21,0,1452,1,16,1
42349,39,1,2,39,1,1,0,2004,176,0,1,0,1,28,1
42350,29,1,21,30,0.5,12,0,4023,237,0,17,10,1,35,0
42351,19,1,37,18.65384615,0.46875,6,0,47161,0,1,1,724,1,46,0
42352,19,1,2,20.5,1,1,0,77,8,0,1,1,1,6,1
42353,19,1,92,20.3880597,0.5,17,1,65272,220,4,0,199,1,24,0
42354,28,1,103,21.93421053,0.896551724,18,3,35290,1034,1,1,24,1,22,1
42355,34,0,3,43,1,2,0,489,91,0,1,0,1,33,0
42356,27,0,20,26.90909091,0.588235294,3,3,28188,101,0,2,12,1,38,1
42357,21,1,29,21.28571429,0.916666667,7,2,29222,77,0,0,11,1,39,0
42358,31,0,60,30.97368421,0.87755102,27,7,22596,347,0,1,28,1,50,0
42359,22,0,42,23.66666667,0.621621622,5,1,64944,60,0,1,48,1,61,0
42360,20,1,36,19.51851852,0.542857143,5,1,51969,1905,4,0,200,1,28,1
42361,26,1,7,26.5,0.8,2,0,17070,78,0,0,2,1,46,0
42362,26,1,30,27.5625,0.833333333,1,2,97366,683,1,1,1,1,50,1
42363,30,1,67,30.12820513,0.577777778,10,6,82447,168,24,1,1013,1,87,1
42364,25,0,23,28.05555556,0.736842105,6,0,7179,36,0,1,19,1,54,0
42365,31,0,21,30.7,0.6,5,2,27369,1,0,1,4,1,59,0
42366,37,1,9,44.28571429,0.75,2,1,5239,155,0,1,3,1,96,0
42367,28,1,11,26.5,0.555555556,5,0,28251,127,2,1,35,1,56,1
42368,23,1,6,27,1,3,0,15205,222,0,1,2,1,49,1
42369,23,0,4,24.25,0.25,1,1,279,5,0,1,1,1,37,0
42370,28,0,17,26.33333333,0.416666667,2,0,33698,313,0,0,38,1,46,1
42371,22,0,36,25.12,0.870967742,9,0,15958,30,2,1,32,1,49,0
42372,26,0,4,34.33333333,0.75,3,0,1951,41,0,4,5,1,35,0
42373,36,0,13,27.81818182,0.916666667,4,0,22160,752,0,1,4,1,62,1
42374,27,1,19,25.64285714,0.444444444,9,0,5342,2612,2,1,8,1,82,1
42375,24,1,191,27.32539683,0.697368421,20,3,149649,547,11,1,180,1,94,0
